axis    vel     acc 	dec 	jerk    kp	kd	ki	kvff    kaff	kout	il	ol	bias	error limit
pan     300.0	300.0	300.0	0.0     400	400	50	0	0	65535	1000	32767	0	150
tilt    300.0   300.0   300.0   0.0     400	400	50	0	0	65535	1000	32767	0	100
# entries	# rates	rates	description
15791	1 10	Berkeley
96.46	13.81	3.81
96.46	14.02	4.24
96.71	14.11	4.78
96.53	14.02	5.2
96.53	14.13	5.49
96.02	14.13	5.55
95.24	14.36	5.61
95.24	14.52	5.54
95.24	14.42	5.46
95.24	14.65	5.2
95.72	14.74	4.98
97.24	15.14	4.88
98.59	15.77	4.83
99.47	16.01	4.79
99.47	16.18	5
100.51	16.36	5.27
100.51	16.38	5.45
101.12	16.27	5.46
101.37	16.19	5.43
101.37	16.25	5.34
102.09	16.25	5.31
102.09	16.73	5.36
102.48	16.92	5.39
102.48	16.89	5.19
102.48	16.64	4.82
102.48	16.44	4.42
104.05	16.65	4.16
104.05	16.65	3.9
104.89	16.41	3.91
105.23	15.96	3.89
105.01	15.77	3.72
105.01	15.77	3.56
105.95	15.77	3.58
105.95	15.82	3.58
105.67	15.69	3.46
105.89	15.38	3.24
105.89	15.07	3.07
106.05	14.72	3.03
106.05	14.25	2.8
106.91	13.83	2.45
107.49	14	2.15
107.49	14.3	2.08
107.68	14.03	2.25
107.68	13.7	2.46
107.52	13.55	2.32
107.32	13.52	2.01
107.32	13.7	1.67
106.77	13.68	1.5
106.77	13.54	1.42
107.19	13.54	1.49
107.19	13.57	1.56
107.19	13.49	1.53
107.19	13.21	1.22
107.19	13.16	0.92
107.19	13.55	0.93
106.82	13.79	0.96
105.68	14.01	0.84
105.68	13.71	0.58
105.42	13.25	0.45
104.95	12.86	0.65
104.95	12.86	0.79
104.74	13.12	0.72
104.74	13.51	0.65
103.79	13.71	0.47
103	13.98	0.4
103	14.41	0.3
101.59	14.41	0.3
101.59	14.43	0.13
100.83	14.41	-0.32
101.17	14.43	-0.75
101.17	14.58	-0.99
102.09	15.08	-1.04
102.09	15.37	-0.83
102.5	15.61	-0.67
102.35	15.77	-0.62
102.35	15.9	-0.46
102.35	15.97	-0.36
102.35	15.74	-0.37
99.42	15.38	-0.45
99.42	15.34	-0.67
98.86	15.44	-0.8
98.63	15.77	-0.75
98.63	15.95	-0.72
98.02	15.89	-0.73
98.02	15.41	-0.77
97.95	14.93	-0.9
97.95	14.95	-1.02
98.57	15.33	-0.89
98.11	15.38	-0.82
98.11	15.43	-0.74
97.06	15.02	-0.8
96.93	14.56	-1.05
96.93	14.44	-1.19
97.16	14.48	-1.24
97.16	14.42	-1.06
97.4	14.2	-0.91
97.21	14.07	-0.78
97.21	13.95	-0.77
96.88	13.95	-0.87
96.42	13.66	-1.08
96.42	13.51	-1.18
97.09	13.71	-1.08
97.09	13.94	-0.76
97.09	14.01	-0.63
97.09	13.88	-0.58
97.09	13.74	-0.5
97.21	13.8	-0.39
97.21	14.08	-0.31
96.9	14.37	-0.28
96.62	14.43	-0.11
96.62	14.38	-0.14
96.81	14.22	-0.11
97.26	14.21	-0.1
97.26	14.22	-0.33
98.15	14.23	-0.26
98.15	14.32	0.15
98.45	14.07	0.55
97.5	13.76	0.56
97.5	13.65	0.4
96.26	13.56	0.24
95.26	13.59	0.32
95.26	13.36	0.47
95.38	13.4	0.55
96.25	13.19	0.52
96.25	13.19	0.61
96.35	13.32	0.84
96.35	13.11	0.85
96.99	12.87	0.79
96.99	12.81	0.87
96.99	12.92	1.01
96.99	12.86	1.19
97.05	12.76	1.38
97.04	12.64	1.53
97.04	12.51	1.47
95.98	12.55	1.27
95.98	12.47	1.6
96.79	12.39	1.89
97.08	12.15	2.12
97.08	12.14	2.46
97.18	12.24	2.77
97.12	12.24	2.72
97.12	12.11	2.9
96.59	12.01	3.07
96.59	11.93	2.96
95.54	12.01	2.64
96.92	12.29	2.46
96.92	12.76	2.51
97.45	13.18	2.73
97.43	13.24	2.85
97.43	13.24	2.83
97.77	13.02	2.87
98.23	12.92	2.82
98.23	13.02	2.7
98.67	13.07	2.61
98.67	13.4	2.63
98.67	13.63	2.87
98.67	13.57	2.99
98.67	13.67	2.92
99.79	14.19	2.96
99.35	14.4	2.99
99.35	14.55	2.93
99.35	14.34	2.82
99.17	14.27	2.78
99.72	14.52	2.72
99.72	14.86	2.67
100.07	14.96	2.57
100.46	14.94	2.49
100.46	14.91	2.45
100.18	15.09	2.6
100.31	15.08	2.62
100.31	15.3	2.53
100.62	15.33	2.45
100.13	15.4	2.36
100.13	15.71	2.26
100.69	15.81	2.2
100.69	15.91	1.98
100.29	15.57	1.64
100.48	15.3	1.38
100.48	15.36	1.36
100.93	15.45	1.56
101.4	15.44	1.67
101.4	15.3	1.73
101.4	15.19	1.63
101.4	15.22	1.36
101.82	15.35	1.07
101.86	15.28	0.97
101.86	15.31	1.17
102.02	15.22	1.36
101.48	15.09	1.4
101.48	15.07	1.16
101.18	15.07	1.05
101.47	14.99	1.04
101.47	14.72	1.25
101.61	14.43	1.57
101.61	14.02	2.1
100.24	13.22	2.63
98.84	12.21	2.83
98.84	11.7	2.75
97.53	11.44	2.85
96.95	11.77	3.02
96.95	11.93	3.19
94.97	11.82	3.17
92.96	11.7	2.95
92.96	12.06	2.51
92.56	12.43	2.58
92.56	13.05	2.83
92.03	13.68	2.74
92.03	13.83	2.48
91.72	13.63	2.39
91.72	13.74	2.21
91.72	14.23	2.14
91.72	14.94	2.06
91.72	15.62	2.12
93.56	16.34	2.07
93.9	16.85	1.9
93.9	17.53	1.71
94.83	18.18	1.77
94.83	18.45	1.89
95.26	18.43	1.95
96.67	18.35	1.99
96.67	18.24	1.85
97.98	18.18	1.69
98.56	18.02	1.67
98.56	18.18	1.76
99.93	18.4	1.93
99.93	18.56	2.08
101.26	18.4	2.19
101.26	18.21	2.26
102.24	18.29	2.33
102.18	18.2	2.43
102.18	18.12	2.5
101.75	17.91	2.41
101.75	17.93	2.28
101.72	17.78	2.15
102.61	17.7	2.09
102.61	17.7	1.95
102.61	17.54	1.85
102.61	17.28	1.9
104.1	16.99	2.02
104.1	16.7	1.89
104.56	16.38	1.62
104.29	16.06	1.35
104.29	15.76	1.25
104.21	15.5	1.1
104.21	15.24	1
104.83	15.18	0.9
105.46	15.11	0.89
105.46	15.21	1
106.2	14.99	1.06
106.24	14.83	1.02
106.42	14.4	0.88
106.42	14.07	0.82
106.42	13.82	0.69
105.58	13.73	0.51
105.58	13.53	0.34
105.61	13.7	0.31
105.12	13.76	0.37
104.77	13.64	0.26
104.77	13.4	0.04
104.92	13.17	-0.06
104.81	13.1	-0.21
104.81	13.31	-0.5
105.61	13.46	-0.78
105.61	13.47	-0.67
105.61	13.44	-0.44
105.61	13.47	-0.16
105.61	13.25	-0.29
104.07	13.06	-0.46
104.07	13.37	-0.53
103.38	14.05	-0.62
101.95	14.6	-0.76
101.95	14.85	-0.86
101.4	14.64	-0.8
100.94	14.95	-0.56
100.08	15.08	-0.38
100.08	14.59	-0.55
98.94	14.11	-0.81
98.8	14.32	-0.94
98.8	14.68	-0.83
97.87	14.82	-0.66
97.01	14.74	-0.57
97.01	14.57	-0.59
96.09	14.6	-0.63
95.63	14.83	-0.51
95.63	14.84	-0.58
94.91	14.54	-0.8
94.91	14.55	-0.93
94.9	14.98	-1.04
95.14	15.05	-1.1
95.14	15.3	-1.06
95.05	15.43	-0.91
95.05	15.42	-0.58
95.05	15.04	-0.42
95.05	14.87	-0.43
93.82	14.76	-0.63
93.18	14.92	-0.77
93.18	14.78	-0.86
92.44	14.76	-0.97
92.44	14.59	-0.93
92.62	14.39	-0.88
92.4	14.06	-0.84
92.4	13.88	-0.79
92.95	14	-0.6
92.95	14.32	-0.42
93.31	15.03	-0.15
92.91	15.7	-0.09
92.91	15.93	-0.09
92.56	15.95	-0.08
92.56	16.01	0.03
92.61	16.34	0.02
93.91	16.61	0.03
93.91	16.71	0.14
95.23	16.62	0.38
96.29	16.46	0.84
96.29	16.3	1.2
95.47	15.79	1.31
95.47	15.28	1.2
95.47	14.95	0.97
95.47	14.86	0.85
95.47	14.68	0.89
95.47	14.41	0.93
93.99	14.04	0.82
95.09	13.88	0.9
95.09	13.78	0.94
96.4	13.62	0.88
96.9	13.21	0.75
97.11	12.85	0.65
97.11	12.64	0.8
102.13	12.54	0.9
102.08	12.4	0.9
102.08	12.17	0.79
102.4	12.24	0.83
102.26	12.17	0.81
102.26	12	0.67
103.37	12.23	0.49
103.37	12.36	0.38
103.64	12.28	0.44
104.91	12.38	0.62
104.91	12.37	0.81
105.13	12.14	1.01
105.05	11.87	1.17
105.05	11.65	1.25
104.43	11.46	1.29
104.43	11.43	1.35
104.43	11.34	1.21
104.43	11.42	0.84
102.01	11.25	0.86
102.01	11	1.01
101.82	10.79	1.06
101.98	10.67	1.07
101.98	10.56	1.04
102.57	10.57	1
102.99	10.51	0.82
102.99	10.63	0.64
103.22	10.74	0.47
103.22	10.69	0.23
103.53	11.02	0
103.86	11.5	-0.12
103.86	11.86	0.06
104.31	12.18	0.49
102.92	12.16	0.98
102.92	11.68	1.12
101.84	11.44	1.14
100.51	11.29	1.13
100.51	11.21	1
100.31	11.37	0.96
100.31	11.55	0.87
101.15	12.01	0.91
101.08	12.44	0.91
101.08	12.45	0.86
101.08	12.53	0.89
101.08	12.69	1.23
101.08	12.72	1.48
102.61	12.64	1.83
102.61	12.48	1.92
102.07	12.59	2.03
102.07	12.77	1.97
102.45	12.88	1.85
102.45	12.95	1.81
102.24	12.98	1.96
102.08	12.75	2.05
102.08	12.48	1.98
103.18	12.33	1.94
103.18	12.42	2.03
103.84	12.53	2.16
103.68	12.34	2.25
103.68	11.96	2.35
104.22	11.7	2.44
104.22	11.53	2.42
103.84	11.18	2.3
103.75	11.03	2.33
103.23	10.98	2.34
103.23	10.93	2.2
103.37	10.87	2.09
103.37	10.79	1.99
103.47	10.82	2.16
103.47	10.57	2.32
103.47	10.35	2.29
103.47	10.39	2.29
105.07	10.59	2.39
104.84	10.7	2.48
104.84	10.6	2.47
104.62	10.32	2.47
104	10.24	2.46
104	10.29	2.34
103.91	10.35	2.18
103.77	10.39	2.09
103.77	10.35	2.17
103.76	10.15	2.11
103.93	10.17	1.94
103.93	10.35	1.97
103.92	10.5	2.02
103.39	10.6	2.07
103.39	10.61	2
103.55	10.63	2.05
103.55	10.99	2.17
103.28	11.49	2.16
103.58	11.65	2.1
103.58	11.87	2.08
103.98	11.96	2.02
103.98	12.02	2.07
104.17	12.07	2.06
104.17	12.12	2.01
104.17	12.24	1.82
104.17	12.38	1.52
104.17	12.61	1.27
104.12	12.73	1.27
104.12	12.78	1.17
104.47	12.66	0.98
104.47	12.65	0.84
105.2	12.72	0.89
105.28	12.77	1.06
105.26	12.74	1.11
105.26	12.72	1.12
105.04	12.51	1.14
105.04	12.47	0.92
104.79	12.57	0.73
104.88	12.78	0.65
104.88	12.93	0.63
104.33	12.72	0.5
104.11	12.41	0.41
104.37	12.13	0.58
104.37	11.91	0.69
103.78	11.94	0.77
103.78	11.93	0.7
103.77	12.37	0.88
102.72	12.33	1.17
102.72	12.14	1.22
101.57	12.15	0.92
101.57	12.2	0.69
101.57	12.36	1
101.57	12.44	1.03
101.17	12.42	1.03
100.93	12.24	0.97
101.37	12.01	0.91
101.37	12.23	0.91
101.73	12.73	0.92
102.5	13.25	0.87
102.5	13.71	0.94
102.77	13.78	1.1
102.77	13.53	1.43
103.53	12.98	1.91
103.32	12.64	2.42
103.32	12.55	3.01
102.6	12.54	3.23
102.6	12.87	2.92
102.29	13.11	2.83
102.1	13.34	2.46
102.03	13.55	2.04
102.03	13.81	1.47
103.47	13.82	0.95
104.95	13.03	0.79
104.95	12.25	1.16
107.25	11.85	1.5
107.25	12.01	1.78
108.14	12.28	2.18
108.14	12.2	2.25
108.14	11.99	2.32
108.14	11.98	2.32
108.14	11.76	2.15
105.9	11.65	2.2
105.27	11.77	2.21
104.9	11.92	2.37
104.9	11.96	2.56
103.68	11.72	2.44
103.61	11.74	2.22
103.61	11.58	2.13
103.45	11.79	1.86
103.96	12.27	1.61
103.96	12.85	1.56
104.47	13.16	1.38
104.62	13.46	0.64
104.62	13.56	0.09
104.63	13.6	0.25
104.63	13.54	0.46
103.78	13.76	1.04
103.46	13.89	1.31
103.46	14.61	1.22
101.71	14.69	0.8
101.71	14.94	0.36
101.59	15.68	0.18
100.8	15.67	-0.1
100.8	15.73	-0.24
102.1	15.94	-0.11
102.1	16.37	0.04
102.1	15.83	0.62
102.1	15.46	0.82
103.13	15.65	0.96
103.13	16.11	0.36
103.18	16.47	-0.1
104.08	16.28	-0.31
104.08	16.07	-0.39
105.55	15.99	-0.36
107.45	15.9	-0.44
107.45	15.61	-0.49
109.35	15.29	-0.46
109.35	14.99	-0.33
110.11	14.64	-0.13
109.86	14.35	-0.09
109.86	14.16	0.2
109.84	14.38	0.42
109.84	14.3	0.21
109.13	13.85	-0.01
109.3	13.34	0.1
109.15	13.18	0.32
109.15	12.69	0.09
109.22	12.38	0.49
108.94	12.02	0.99
107.2	11.4	1.11
107.2	10.82	0.94
104.48	10.59	0.58
104.48	10.71	0.02
104.48	11.32	-0.28
104.48	11.32	-0.48
104.48	11.14	-0.62
106.38	10.58	-0.75
106.8	10.21	-0.69
106.8	9.56	-0.55
106.29	9.32	-0.41
106.29	9.35	-0.54
105.71	9.48	-0.28
104.96	9.69	0.24
104.96	9.56	0.58
103.12	9.07	0.58
103.12	8.86	0.45
101.72	9.04	0.16
101.35	9.59	0.06
101.35	10.23	-0.09
102.67	10.58	-0.27
102.67	10.41	-0.16
103.6	10.53	0.32
105.09	10.6	0.87
105.59	10.6	1.14
105.59	10.93	1.43
103.82	11.14	1.45
103.82	11.11	1.39
102.44	11.16	1.46
101.33	11.07	1.43
101.33	11.66	1.38
101.33	12.34	1.55
101.33	12.8	1.62
100.61	13.13	1.28
99.66	13	1.09
99.66	12.9	1.07
101.08	12.99	1.13
101.08	12.98	1.13
101.66	12.83	1.09
102.57	12.64	1.08
102.57	12.73	1.43
102.84	12.77	2.05
103.33	12.9	2.83
103.33	13.13	3.23
102.14	13.09	3.2
100.95	13.1	2.92
100.95	12.98	2.54
98.86	13.08	2.28
98.86	13.2	2.14
100	13.51	1.84
100.23	13.52	1.56
100.23	13.18	1.33
102.77	13.11	1.33
102.77	13.39	1.37
104.41	13.43	1.56
104.82	13.52	1.72
104.82	13.69	1.79
104.82	13.78	1.85
104.82	13.72	1.83
104.82	14.02	1.82
104.82	14.17	1.89
104.37	13.92	1.99
104.2	13.4	2.01
104.56	13.25	2.13
104.56	13.34	2.2
104.56	13.68	2.33
104.88	13.9	2.49
104.88	13.74	2.39
104.18	13.56	1.98
104	13.35	1.53
104	13.24	1
105	13.63	0.72
105	13.8	0.74
105.88	13.6	1.15
107.54	13.14	1.57
108.27	12.63	1.59
108.27	12.38	1.55
108.05	12.29	1.54
106.94	12.35	1.51
106.94	12.44	1.29
106.19	12.43	1.08
106.25	12.36	0.83
106.25	12.29	0.67
106.25	12.14	0.63
106.25	11.86	0.53
107.87	11.63	0.49
107.87	11.46	0.48
109.17	11.39	0.43
109.17	11.34	0.32
109.46	11.18	0.15
109.43	10.99	0.08
109.43	10.77	0.05
109.62	10.63	-0.15
109.98	10.51	-0.28
109.98	10.41	-0.32
109.83	10.26	-0.44
109.83	10.25	-0.53
109.81	10.26	-0.54
110.36	10.05	-0.46
110.36	10.01	-0.36
110.69	10.12	-0.32
110.17	10.34	-0.38
110.17	10.31	-0.48
109.17	9.95	-0.65
108.59	9.62	-0.61
108.59	9.39	-0.69
108.47	9.37	-0.82
108.47	9.49	-0.83
108.05	9.77	-0.81
108.05	9.75	-0.74
108.05	9.36	-0.76
108.05	9.24	-0.89
108.05	9.25	-1.1
104.96	9.38	-1.27
104.96	9.28	-1.28
104.41	8.98	-1.53
104.13	8.84	-1.8
103.86	8.96	-1.8
103.86	9.21	-1.79
103.34	9.45	-1.75
102.39	9.52	-1.65
102.39	9.39	-1.49
101	9.5	-1.55
101	9.72	-1.74
100.58	9.82	-1.96
100.21	9.8	-2.05
100.21	9.88	-2.25
99.76	10.27	-2.42
99.96	10.58	-2.33
99.96	10.49	-2.17
99.63	10.5	-2
99.07	10.33	-1.83
99.07	10.16	-1.73
98.65	10.26	-1.93
97.55	10.49	-2.19
97.55	10.96	-2.32
97.54	11.13	-2.09
97.54	10.99	-1.68
97.54	10.89	-1.53
97.54	10.79	-1.68
97.54	11.45	-2.02
98.24	12	-2.11
98.48	12.31	-1.82
98.48	12.52	-1.26
97.54	12.4	-0.9
96.94	12.21	-0.88
96.94	12.34	-1
95.9	12.48	-1.07
95.9	12.49	-1.18
96.87	12.67	-1.1
96.77	12.65	-1.05
96.77	12.49	-0.79
95.74	12.33	-0.53
95.02	12.22	-0.36
95.02	12.34	-0.29
93.6	12.59	-0.28
93.6	13.06	-0.4
94.21	13.52	-0.35
94.3	13.88	-0.14
94.3	14.23	0.1
94.3	14.06	0.73
94.74	13.67	1.17
94.66	13.29	1.4
95.3	13.4	1.19
95.3	13.51	1
95.3	13.63	1.17
95.3	13.49	1.25
95.3	13.66	1.2
95.3	13.54	1.28
98.26	13.4	1.35
98.77	13.25	1.37
99.16	13.16	1.38
99.16	12.98	1.49
99.45	13.01	2.03
99.45	13	2.25
98.51	12.8	2.1
97.89	12.35	1.88
97.89	12.43	1.77
98.6	12.67	1.7
99.09	12.9	1.66
99.09	13.07	1.82
100	13.11	2.16
100.03	13.14	2.53
100.03	13.2	2.65
99.73	13.28	2.67
99.73	13.24	2.75
99.02	13.18	3.01
97.15	12.9	3.12
97.15	12.9	3.08
96.34	12.99	2.93
96.34	13.01	2.71
96.34	13.13	2.36
96.34	13.08	2.28
96.34	13.03	2.47
98.63	12.67	2.39
98.63	12.23	2.29
100.19	12.26	2.39
101.06	12.57	2.53
101.06	12.79	2.52
101.08	12.91	2.47
101.08	12.98	2.43
101.15	13.2	2.4
101.4	13.36	2.12
101.4	13.5	1.8
102.66	13.64	1.58
102.66	13.71	1.73
104.02	13.69	2.04
104.63	13.39	2.15
104.63	13.34	2.26
104.22	13.21	2.4
104.22	13.34	2.45
103.66	13.49	2.26
103.31	13.41	1.99
103.31	13.24	1.76
103.76	13.13	1.4
103.76	13.1	1.19
105.03	12.85	1.31
105.03	12.43	1.57
105.03	12.07	1.62
105.03	11.85	1.33
105.03	11.64	1.04
105.84	11.57	0.77
105.51	11.33	0.54
105.51	11.23	0.29
106.62	10.92	0.07
106.62	10.58	0.1
108.11	10.45	0.12
109.22	10.32	0.33
109.22	10.01	0.19
108.5	9.6	-0.08
109.05	9.71	-0.09
109.05	10.15	0.06
109.18	10.2	0.38
109.18	9.72	0.42
108.98	9.61	0.43
108.39	9.76	0.33
108.39	10.2	0.31
106.87	10.33	0.47
106.87	10.27	0.57
105.28	10.16	0.47
103.93	10.03	0.29
103.93	9.98	0.01
102.87	10.13	-0.38
102.87	10.26	-0.67
102.87	10.36	-0.79
102.87	10.32	-0.69
102.87	9.96	-0.68
102.28	9.45	-0.68
102.36	9.43	-0.52
102.36	9.5	-0.63
102.31	9.64	-0.97
102.97	9.69	-1.2
103.48	9.73	-1.03
103.48	9.89	-0.7
103.26	9.92	-0.61
102.86	9.77	-0.67
102.86	9.83	-0.72
102.84	10	-0.81
102.75	10.19	-0.69
102.75	10.62	-0.4
101.88	11.03	0.1
101.88	11.03	0.33
101.86	11.02	0.43
100.59	10.81	0.52
100.59	10.83	0.46
98.61	10.96	0.29
98.61	11.03	0.28
98.53	11.29	0.3
98.71	11.46	0.32
98.71	11.3	0.38
99.07	11.08	0.37
99.07	10.87	0.29
99.07	10.99	0.2
99.07	11.16	0.19
99.07	11.57	0.16
100.67	11.8	0.24
100.67	11.79	0.43
101.34	11.72	0.65
101.34	11.48	0.88
101.4	11.28	1.09
101.07	11.39	1.18
100.5	11.42	1.22
100.5	11.53	1.22
100.66	11.71	1.22
100.66	11.86	1.33
100.19	11.8	1.29
100.36	11.73	1.1
100.36	11.71	1.02
100.41	11.84	0.93
100.41	11.93	0.91
100.71	12.1	1.06
101.32	12.12	1.14
101.58	12.24	1.19
101.58	12.43	1.2
101.49	12.37	1.13
101.49	12.52	1.15
102.19	12.59	1.13
101.97	12.71	1.13
101.97	12.7	1.29
101.97	12.72	1.5
101.97	12.5	1.54
102.04	12.35	1.42
102.04	12.26	1.27
101.79	12.54	1.11
101.64	12.81	0.99
101.64	13.07	0.98
102.72	12.98	1.08
102.76	12.95	1.21
102.76	12.87	1.23
102.72	12.77	1.26
102.73	12.8	1.39
102.73	13.03	1.37
102.37	13.04	1.28
102.24	12.98	1.11
102.24	12.93	1.1
102.3	12.68	1.06
102.3	12.52	1.01
102.9	12.64	1.11
103.2	12.87	1.3
103.2	12.92	1.18
102.72	13.29	0.84
103.12	13.48	0.52
103.12	13.45	0.44
103.65	13.14	0.65
103.55	12.81	1.03
103.55	12.48	1.15
103.55	12.24	1.1
103.55	12.17	1.11
103.55	12.33	0.99
103.55	12.2	0.72
103.44	12.11	0.63
102.55	11.97	0.54
102.55	12.06	0.56
104.28	12.22	0.48
104.71	12.25	0.47
104.71	12.32	0.75
104.12	12.44	0.97
103.57	12.51	0.92
103.57	12.62	0.87
102.48	12.83	0.76
102.48	12.79	0.69
102.02	12.54	0.56
101.36	12.48	0.38
101.36	12.72	0.23
100.91	13	0.11
101.79	13.2	0.06
101.79	13.27	-0.03
102.77	12.95	0.01
103.18	12.83	0.07
103.18	12.99	0.19
103.85	13.09	0.18
103.85	13.31	0.14
103.85	13.72	0.26
103.85	13.8	0.57
103.85	13.51	0.76
101.52	13.5	0.72
101.52	13.54	0.52
100.37	13.92	0.28
100.18	14.36	0.2
100.67	14.54	0.19
100.99	14.56	0.03
100.99	14.53	-0.03
102.38	14.28	-0.03
102.57	14.21	0.1
102.57	14.24	0.27
101.89	14.2	0.15
101.89	14.2	-0.07
102.3	14.3	-0.36
102.79	14.7	-0.48
102.79	15.09	-0.34
104.01	15.08	-0.29
104.01	15.09	-0.3
104.42	15.03	-0.18
104.58	14.62	0.07
104.58	14.18	0.36
103.55	13.97	0.55
103.55	13.98	0.49
100.75	14.04	0.3
100.75	14.64	0.13
100.75	15.21	-0.02
100.75	15.14	-0.13
100.75	15.22	-0.07
99.95	15.07	0.04
99.95	15.25	0.02
100.2	15.63	-0.23
100.69	15.73	-0.26
100.69	15.59	-0.28
100.77	15.47	-0.13
100.38	15.39	-0.05
100.38	15.12	0.03
99.91	15.15	-0.05
100.01	15.18	-0.14
100.01	15.48	-0.14
98.98	15.46	-0.14
98.98	15.08	-0.29
97.87	14.87	-0.48
98.38	14.86	-0.72
98.38	14.89	-0.75
98.62	15.24	-0.73
98.62	15.18	-0.62
98.79	15.08	-0.62
99.11	15.2	-0.64
99.11	15.05	-0.57
99.04	15.07	-0.58
99.04	15.01	-0.68
99.04	14.93	-0.81
99.04	14.86	-0.77
99.47	14.92	-0.66
99.58	15.14	-0.57
99.58	15.23	-0.47
99.12	15.1	-0.46
99.12	14.82	-0.41
98.49	14.68	-0.43
98.85	14.7	-0.31
98.85	14.98	-0.3
98.71	14.99	-0.25
98.71	15	-0.2
98.73	14.84	-0.21
98.63	14.7	-0.23
98.63	14.69	-0.24
99.3	14.66	-0.16
99.3	14.82	-0.09
99.38	14.7	-0.03
99.18	14.48	-0.05
99.18	14.51	-0.16
99.37	14.55	-0.22
99.37	14.55	-0.31
99.13	14.44	-0.33
100.13	14.32	-0.22
100.13	14.08	-0.05
100	13.73	-0.01
100	13.4	-0.05
100	13.1	-0.11
100	12.97	-0.13
100	13.01	-0.17
101.15	13.02	-0.09
100.55	12.9	-0.02
100.55	12.79	-0.1
101.23	12.61	-0.19
101.23	12.59	-0.23
101.58	12.66	-0.2
101.96	12.77	-0.07
101.96	12.7	-0.01
102.46	12.69	-0.01
101.6	12.38	-0.2
101.6	12.12	-0.42
101.53	12.26	-0.4
101.44	12.33	-0.29
101.44	12.44	-0.33
101.27	12.35	-0.35
101.53	12.45	-0.4
101.53	12.41	-0.54
101.39	12.23	-0.72
101.27	12.01	-0.65
101.27	12.06	-0.37
100.79	12.09	-0.2
100.79	12.13	-0.15
99.53	12.27	-0.22
99.53	12.36	-0.32
99.53	12.41	-0.5
99.53	12.64	-0.61
97.68	13.02	-0.52
98.34	13.31	-0.49
98.34	13.61	-0.37
98.89	13.63	-0.21
98.89	13.67	-0.03
98.2	13.8	0.06
98.06	14	0.09
98.06	14.32	0.29
97.33	14.38	0.39
96.37	14.37	0.36
96.37	14.35	0.2
95.03	14.42	-0.01
95.87	14.54	-0.16
95.87	14.84	-0.1
96.46	15.02	-0.01
96.46	14.87	-0.03
97.14	14.52	0.01
98.18	14.37	0.08
98.18	14.19	0.21
98.7	14	0.24
98.7	13.98	0.25
98.81	13.85	0.17
99.74	14	0.11
99.74	14.09	0.19
99.74	14.22	0.24
99.74	14.19	0.25
99.74	14.28	0.32
100.26	14.25	0.34
100.26	14.2	0.24
100.69	14.05	0.34
101.69	13.96	0.54
101.69	13.97	0.71
101.25	13.92	0.98
100.99	13.64	1.13
100.99	13.4	1.08
100.38	13.31	1.03
100.38	13.32	1.12
100.7	13.46	1.11
100.31	13.42	0.99
100.31	13.23	0.83
100.83	13.08	0.64
100.92	12.67	0.34
100.92	12.47	0.26
101.47	12.17	0.33
101.58	12.05	0.49
101.58	11.94	0.63
102.17	12.39	0.67
101.83	12.44	0.62
101.83	12.53	0.55
101.93	12.35	0.47
101.93	12.24	0.43
101.93	12.29	0.42
101.98	12.33	0.46
101.98	12.3	0.57
102.2	12.23	0.74
102.2	12.22	0.88
102.09	12.35	0.89
101.09	12.35	0.83
101.09	12.35	0.76
101.09	12.32	0.7
100.11	12.27	0.6
101.55	12.18	0.54
101.88	12.44	0.61
101.88	12.24	0.89
101.92	12.32	1.13
101.92	12.44	1.17
101.49	12.56	1.19
100.95	12.75	1.24
100.95	12.89	1.37
100.71	12.89	1.67
99.45	12.97	1.78
99.45	12.92	1.69
99.1	13.07	1.53
99.61	13.42	1.41
99.61	13.96	1.44
99.57	14.05	1.49
99.57	14.05	1.56
99.57	13.69	1.5
99.57	13.48	1.22
99.57	13.85	1.19
100.63	14.19	1.25
100.63	14.49	1.18
101.07	14.27	1.22
101.01	13.85	1.3
101.01	13.49	1.38
100.78	13.59	1.4
100.83	13.83	1.52
100.84	13.83	1.54
100.84	13.6	1.51
100.76	13.47	1.35
100.64	13.39	1.23
100.64	13.63	1.15
100.57	13.63	1.11
100.57	13.67	1.03
101.39	13.98	1.12
101.24	14.09	1.3
101.24	13.67	1.08
101.73	13.67	0.91
101.73	13.98	0.97
102.46	14.38	1.08
102.52	14.63	1.25
102.52	14.4	1.41
101.72	13.87	1.51
101.72	13.59	1.48
101.72	13.6	1.46
101.72	13.92	1.55
101.72	14.19	1.43
99.48	14.38	1.11
99.48	14.69	0.89
99.85	14.93	0.77
100.34	14.85	0.84
100.31	14.66	0.91
100.31	14.5	0.8
100.78	14.67	0.67
100.78	14.9	0.57
101.79	15.15	0.5
101.79	15.39	0.55
101.74	15.32	0.43
101.53	15.16	0.38
101.58	15.27	0.35
101.58	15.24	0.68
101.68	15.21	1.12
101.68	15.4	1.22
101.5	15.59	0.95
101.49	15.81	0.75
101.49	15.88	0.69
101.22	15.71	0.67
101.22	15.28	0.73
101.87	15.19	0.7
101.87	15.11	0.58
101.87	15.17	0.58
101.87	15.41	0.66
103.75	15.52	0.48
103.75	15.52	0.25
105.28	15.53	0.12
105.28	15.42	0.17
106.22	15.34	0.22
106.6	15.06	0.32
106.6	14.96	0.43
106.63	14.89	0.48
106.63	14.62	0.48
106.69	14.43	0.45
106.93	14.15	0.26
106.93	14.04	0.16
106.92	14.01	0
